text,label,Pattern Category
"Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.",1,Obstruction
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",0,Not Dark Pattern
"no thanks, I'll save money another day",1,Misdirection
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",1,Social Proof
Only 2 Left In Stock,1,Scarcity
 Best-Selling Products ,0,Not Dark Pattern
LIMITED TIME ONLY!,1,Urgency
 Subscribe! Don’t be caught empty handed ,0,Not Dark Pattern
 Add to Cart ,0,Not Dark Pattern
"Now 30% off - hurry, limited time offer!",1,Urgency
The requested page could not be found,0,Not Dark Pattern
 View In Your Room ,0,Not Dark Pattern
 EVO SP All EVO SP parts and accessories ,0,Not Dark Pattern
 Circa Punches ,0,Not Dark Pattern
 Riding Culture Neue Lifestyle-Marke bei motoin ,0,Not Dark Pattern
Ericdress Long Sleeve Mesh Off Shoulder Summer Dress,0,Not Dark Pattern
Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat,0,Not Dark Pattern
COLLEGIATE,0,Not Dark Pattern
Sparkling Elegance,0,Not Dark Pattern
"To add to Wishlist, please register or sign in.",0,Not Dark Pattern
HURRY! Only a few left in stock!,1,Scarcity
 New In Lunch Boxes ,0,Not Dark Pattern
 Cayman Islands USD,0,Not Dark Pattern
"No Thanks, I rather pay full price",1,Misdirection
 View All Shoes ,0,Not Dark Pattern
Someone from Airdrie & 10820 others bought this item recently.,1,Social Proof
Rachel Comey,0,Not Dark Pattern
52 people are looking at this right now.,1,Social Proof
1 day 08:15:25,1,Urgency
"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,Social Proof
Delivery & Offers Terms,0,Not Dark Pattern
"Oscar from Cajamarca, Peru purchased",1,Social Proof
 New Arrivals,0,Not Dark Pattern
 Buy Tablets ,0,Not Dark Pattern
Only 3 Left,1,Scarcity
Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,0,Not Dark Pattern
ONLY 1 REMAINING,1,Scarcity
Point & Shoots,0,Not Dark Pattern
Already have an account?,0,Not Dark Pattern
" Mystic Topaz: Rings, Earrings, Necklaces and Bracelets ",0,Not Dark Pattern
Necessary Protection..,1,Misdirection
Joybird Design House,0,Not Dark Pattern
What is a cookie?,0,Not Dark Pattern
Someone in Spain purchased,1,Social Proof
LIMITED QUANTITY,1,Scarcity
View All Tops,0,Not Dark Pattern
02:06:40 left to buy,1,Urgency
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,Social Proof
"NO THANKS, I'll PAY FULL PRICE",1,Misdirection
13 people have added this to their cart,1,Social Proof
Panther Anole,0,Not Dark Pattern
Last chance! Only 1 left,1,Scarcity
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,0,Not Dark Pattern
Pay weekly ,0,Not Dark Pattern
"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",1,Obstruction
I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,0,Not Dark Pattern
Sale ends soon:,1,Urgency
Only 16531 items left in stock!,1,Scarcity
Want a special deal? Bundle and SAVE UPTO30%,1,Misdirection
4 people have purchased this item,1,Social Proof
BABY BOYSShoesClothingAccessories,0,Not Dark Pattern
NEED ADDITIONAL HELP?,0,Not Dark Pattern
"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",0,Not Dark Pattern
Only 3 Left!,1,Scarcity
High-Waisted Shorts,0,Not Dark Pattern
 Sign In / Join ,0,Not Dark Pattern
We only have few stocks left for this product. Please don't miss the chance.,1,Scarcity
"Click here to use our website with more accessibility support, for example screen readers",0,Not Dark Pattern
Your order is reserved for 09:35 minutes!,1,Urgency
LIMITED TIME ONLY *on select models,1,Urgency
 Mixed Media ,0,Not Dark Pattern
BE QUICK 00:57:33 DON'T MISS OUT,1,Urgency
New In ,0,Not Dark Pattern
Remove selected car filter,0,Not Dark Pattern
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,1,Urgency
Shipping and Duties,0,Not Dark Pattern
Order by these dates to get it by Valentine's Day.*,0,Not Dark Pattern
NFL Enterprises LLC. All Rights Reserved.,0,Not Dark Pattern
LOGIN/REGISTER,1,Misdirection
00Days17Hours12Mins13Secs,1,Urgency
 Women's Bags ,0,Not Dark Pattern
"We're sorry, this store is closed.",0,Not Dark Pattern
3 people are looking at this item right now,1,Social Proof
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",1,Social Proof
"Hurry, Limited Time Offer! 11:25",1,Urgency
 Search Close ,0,Not Dark Pattern
"touching, funny and romantic",0,Not Dark Pattern
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1,Misdirection
Only 2 stock available,1,Scarcity
Hurry! Only 3 Left In Stock.,1,Scarcity
"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking
" Sorry, we could not process your request at the moment. Please try again in a few minutes. ",0,Not Dark Pattern
 Jersey GBP,0,Not Dark Pattern
My Account ,0,Not Dark Pattern
"No Thanks, I Don't Want a Discount",1,Misdirection
Hair Grooming Appliances,0,Not Dark Pattern
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",1,Sneaking
Pedal Refresh Kit - Doubleshot,0,Not Dark Pattern
I'd rather pay full price,1,Misdirection
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,1,Urgency
Only 8 items left in stock!,1,Scarcity
ONLY 1 LEFT IN STOCK!,1,Scarcity
Subscribe & Save (15%): $ 16.99,1,Misdirection
Shop Plus Shorts by Pattern,0,Not Dark Pattern
 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,0,Not Dark Pattern
Clarity Remotes,0,Not Dark Pattern
Summary,0,Not Dark Pattern
 Limited Edition Colors ,0,Not Dark Pattern
"For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: ",0,Not Dark Pattern
FRAMON #2 Code Machine Offer - Limited time offer!,1,Urgency
Jewelry and Watches,0,Not Dark Pattern
Limited stock!,1,Scarcity
Hurry! Only 2 left in stock!,1,Scarcity
*,0,Not Dark Pattern
SLEEP EVENT OFFERS - LIMITED TIME ONLY,1,Urgency
This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.,0,Not Dark Pattern
Only 1 left in Stock!,1,Scarcity
Competitions,0,Not Dark Pattern
 Shop All Men's Boots ,0,Not Dark Pattern
Expand My eBay,0,Not Dark Pattern
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",1,Social Proof
"Jumpers, Shirts & T-Shirts",0,Not Dark Pattern
Media Players,0,Not Dark Pattern
Only 3 left In Stock,1,Scarcity
Father's Day Gifts,0,Not Dark Pattern
Enjoy FREE shipping with WSJwine Advantage,1,Sneaking
only 2 left!,1,Scarcity
Only 1 in stock,1,Scarcity
Only 8 item(s) left.,1,Scarcity
Spring Sale Extended,1,Urgency
"No, I don't want a discount",1,Misdirection
"No thanks, I don't want the free gift.",1,Misdirection
Extra Soft Cleansing Wipes,0,Not Dark Pattern
Men's Accessories ,0,Not Dark Pattern
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,Social Proof
SAVE $300.00\nfor limited time,1,Urgency
Enter Catalog/Email Code,0,Not Dark Pattern
"[NO THANKS, I'LL JUST WALK]",1,Misdirection
Yaris Remotes,0,Not Dark Pattern
Currently 8 left in stock.,1,Scarcity
"NO, I DON'T FEEL LUCKY",1,Misdirection
Currently less than 10 available,1,Scarcity
Ends Sunday! $200 off any mattress . free shipping & free returns!,1,Urgency
Stay on Next.co.uk,0,Not Dark Pattern
Only 8 left!,1,Scarcity
Only 1 items left in stock!,1,Scarcity
___,0,Not Dark Pattern
View All Home Accessories,0,Not Dark Pattern
"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.",0,Not Dark Pattern
How to cast on,0,Not Dark Pattern
Tree Frog Terrariums,0,Not Dark Pattern
9 people are currently viewing this product,1,Social Proof
ONLY 1 WATCH LEFT,1,Scarcity
2+ people just viewed this product,1,Social Proof
94% offers claimed. Hurry up!,1,Scarcity
I'D RATHER PAY FULL PRICE,1,Misdirection
KidsAuthentic,0,Not Dark Pattern
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,1,Misdirection
Country (Optional),0,Not Dark Pattern
Hair treatments,0,Not Dark Pattern
Product Recycling,0,Not Dark Pattern
Purchase protection added,1,Sneaking
Only 6 items left,1,Scarcity
39 people have this in their cart,1,Social Proof
 Sunflower ,0,Not Dark Pattern
23% left in stock!,1,Scarcity
Gold Collection,0,Not Dark Pattern
In Stock. Only 1 Left!,1,Scarcity
Status:Only 3 left in stock,1,Scarcity
No thanks - I don't want to save money,1,Misdirection
Amazing service and quality! Lee up the excellent work.,0,Not Dark Pattern
Today's sale ends in: 00hours:57min:19sec,1,Urgency
ONLY 7 LEFT!,1,Scarcity
"Business, Office & Industrial",0,Not Dark Pattern
My Story,0,Not Dark Pattern
8 people are looking at this artwork,1,Social Proof
 Coffee ,0,Not Dark Pattern
Add on something to make it extra special!,1,Misdirection
 Take time to pay.,0,Not Dark Pattern
OFFER ENDS 00:54:59,1,Urgency
Other Items On Special Offer:,1,Misdirection
"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction
LIMITED TIME SALE,1,Urgency
"NO THANKS, I DON'T WANT TO SAVE",1,Misdirection
Authenticity Guaranteed,0,Not Dark Pattern
 GeekVape Pursue a Healthy Vaping Experience ,0,Not Dark Pattern
320 items left,1,Scarcity
HURRY! 3 left in stock!,1,Scarcity
Nectar,0,Not Dark Pattern
 My Project Lists ,0,Not Dark Pattern
Adjustable Cuffs With Inner Knitted Cuff,0,Not Dark Pattern
Tribeca Remotes,0,Not Dark Pattern
Brand ,0,Not Dark Pattern
I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",0,Not Dark Pattern
(ONLY 1 LEFT IN THIS SIZE!),1,Scarcity
Only 65 Items Left.,1,Scarcity
Only 3 left in stock.,1,Scarcity
I Don't Like to Save Money,1,Misdirection
"In Stock, Only 1 Left!",1,Scarcity
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,0,Not Dark Pattern
Explosive Offers! 80% Off Everything 07:25:41,1,Urgency
Warne Mounts,0,Not Dark Pattern
Report a Fake Product,0,Not Dark Pattern
 Shop All NFL ,0,Not Dark Pattern
Tapestry Guide,0,Not Dark Pattern
Only 4 left,1,Scarcity
I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,0,Not Dark Pattern
Decades Shop,0,Not Dark Pattern
I'LL PAY FULL PRICE,1,Misdirection
gifts for wife,0,Not Dark Pattern
Hurry only 1 left!,1,Scarcity
Only 8 item(s) left,1,Scarcity
"No thanks, I’d rather not win.",1,Misdirection
"LOW IN STOCK, only 2 left",1,Scarcity
74% offers claimed. Hurry up!,1,Scarcity
Color Block,0,Not Dark Pattern
I'd rather not save,1,Misdirection
Only 2 left in stock!,1,Scarcity
You have no items in your basket.,0,Not Dark Pattern
"no thanks, I hate fun & games",1,Misdirection
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,1,Urgency
Soft Flexible (Classic) ,0,Not Dark Pattern
Glasses and Goggles,0,Not Dark Pattern
 Zero Gravity Lift Chairs ,0,Not Dark Pattern
"Bobby in Decatur, United States just purchased",1,Social Proof
"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",1,Social Proof
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,1,Urgency
All Cross Stitch Patterns,0,Not Dark Pattern
 Year of Ours ,0,Not Dark Pattern
Gear Up,0,Not Dark Pattern
"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",0,Not Dark Pattern
Tretorn,0,Not Dark Pattern
 Loyalty Points ,0,Not Dark Pattern
 How to Recycle ,0,Not Dark Pattern
 Color Yellow Smoke Blue Pink Orange,0,Not Dark Pattern
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,1,Urgency
Art & Crafting Tools,0,Not Dark Pattern
One customer bought this article in the last 53 min.,1,Social Proof
 Highlight Hover ,0,Not Dark Pattern
 Disposable Washcloths ,0,Not Dark Pattern
Accuscreens,0,Not Dark Pattern
 Jumpers + Sweaters ,0,Not Dark Pattern
 Contact Lens Washer ,0,Not Dark Pattern
Only 9 Left!,1,Scarcity
Hurry! Only 2 left!,1,Scarcity
2 people are looking at this listing now,1,Social Proof
Every Purchase Helps Your NRA:,0,Not Dark Pattern
1 left at this price,1,Scarcity
 BACK TO TOP ,0,Not Dark Pattern
ONLY 12.5M LEFT IN STOCK!,1,Scarcity
Protect Your Gear,1,Misdirection
 Outdoor Recreation ,0,Not Dark Pattern
Allow All,0,Not Dark Pattern
We are currently accepting and processing orders from following:,0,Not Dark Pattern
What could have caused this?,0,Not Dark Pattern
210+ bought,1,Social Proof
"No thanks, I'm not interested in saving money.",1,Misdirection
 SHIPPING INFO ,0,Not Dark Pattern
"Plus, get free shipping on your first order!",0,Not Dark Pattern
BMW Remotes,0,Not Dark Pattern
All You™,0,Not Dark Pattern
Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,1,Social Proof
 Summer Casual Printed Short Sleeve T-Shirt ,0,Not Dark Pattern
 Join NRA or Renew,0,Not Dark Pattern
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,1,Misdirection
Know exactly what’s going on at home and be alerted of emergencies in real time. ,0,Not Dark Pattern
